,Street,City,State,Zipcode,Neighbourhood,Subdivision,Price,Zestimate,Bedroom,Bathroom,Year_Built,Longitude,Latitude,Living_Area(Sqft),Home_Type,Lot_Size(Sqft),HOA_Per_Month,Brokerage,Last_Sold_Price,Zpid,Home_Status,hasHeating,hasCooling,hasFireplace,laundryFeatures,furnished,buildingArea,parking,hasGarage,garageSpaces,hasOpenParking,hasCarport,levels,hasPrivatePool,hasSpa,hasView,frontageType,architecturalStyle,roofType,propertyCondition,isNewConstruction,developmentStatus,hasHomeWarranty,hasElectricOnProperty,greenBuildingVerificationType,hasPetsAllowed,hasRentControl,securityFeatures,Is_New_Home,Is_For_Auction,Is_Bank_Owned,Price_History,Event,Date,Agent_Name,Agent_Phone_No.,Posting_Group_Name,First_Nearby_School_Name,First_Nearby_School_Rating,Second_Nearby_School_Name,Second_Nearby_School_Rating,Third_Nearby_School_Name,Third_Nearby_School_Rating
428,28 Eagle Grn #28,Fremont,CA,94538,,,288000,,3.0,2.0,2008.0,-121.96182,37.510662,1169.0,MANUFACTURED,,,Compass,,2078718250,FOR_SALE,True,True,,,False,,,,,False,False,,,True,,,,,,False,,False,,,,False,,False,False,False,288000.0,Listed for sale,2020-07-11,Linda Wang,650-941-1111,Compass,Harvey Green Elementary School,8,John M. Horner Junior High School,8,Irvington High School,9
429,394 Squirrel Ridge Way,Danville,CA,94506,,,909999,823004.0,3.0,3.0,1998.0,-121.90122,37.796536,1303.0,SINGLE_FAMILY,3402.0,55.0,RE/MAX Accord,276000.0,18436001,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,,,True,,,Tile,,False,,False,,,,False,,False,False,False,909999.0,Price change,2020-09-21,Atousa Nik,925-838-4100,RE/MAX Accord,Sycamore Valley Elementary School,10,Diablo Vista Middle School,10,Monte Vista High School,10
430,27891 Norwich Way,Hayward,CA,94545,,,624750,648276.0,3.0,2.0,1955.0,-122.08590698242188,37.625038146972656,1000.0,SINGLE_FAMILY,5100.0,,McPherson Real Estate Services,,24988215,FOR_SALE,True,True,,In Garage,False,,1.0,True,1.0,False,False,,,False,True,,,Composition,,False,,False,,,False,False,,False,False,False,624750.0,Listed for sale,2020-09-20,Dan McPherson,925-922-8800,McPherson Real Estate Services,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6
431,1140 Walpert St,Hayward,CA,94541,,,679000,683797.0,3.0,3.0,1985.0,-122.074699,37.669405,1856.0,TOWNHOUSE,1799.0,505.0,Golden Gate Sothebys International Realty,367500.0,24981962,FOR_SALE,True,True,True,Laundry Room,False,,,True,2.0,False,False,,True,True,True,,,Composition,Existing,False,,False,,,,False,,False,False,False,679000.0,Listed for sale,2020-09-12,MARIA SINCLAIR,510-339-4000,Golden Gate Sothebys International Realty,East Avenue Elementary School,4,Bret Harte Middle School,3,Hayward High School,4
432,2844 Waverley St,Palo Alto,CA,94306,,,3100000,3142910.0,3.0,1.0,1948.0,-122.1313247680664,37.42842102050781,1371.0,SINGLE_FAMILY,8040.0,,,,19502217,FOR_SALE,True,True,True,,False,,2.0,True,2.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,3100000.0,Back on market,2020-09-24,,,,El Carmelo Elementary School,8,Jane Lathrop Stanford Middle School,9,Palo Alto High School,9
433,906 Hearst Ave,Berkeley,CA,94710,,,1908108,2007076.0,5.0,4.0,1901.0,-122.296621,37.86936,2124.0,SINGLE_FAMILY,5998.0,,BHG RE RELIANCE PARTNERS,650000.0,24837874,FOR_SALE,True,True,,"Laundry Room,Community Facility",False,,,True,2.0,False,False,,,True,,,,Composition,Existing,False,,False,,,,False,,False,False,False,1908108.0,Listed for sale,2020-09-18,Laura Margulius,510-868-1400,BHG RE RELIANCE PARTNERS,Jefferson Elementary School,8,Martin Luther King Middle School,8,Berkeley High School,8
434,1249 Rhode Island St,San Francisco,CA,94107,,,1049000,1122968.0,2.0,1.0,1911.0,-122.40121459960938,37.75391387939453,1030.0,CONDO,2500.0,250.0,Corcoran Global Living,,15152126,FOR_SALE,True,True,True,,False,,1.0,True,1.0,False,False,,,False,True,,,,,False,,False,,,False,False,,False,False,False,1049000.0,Listed for sale,2020-09-23,"Laura Kaufman, MBA",415-310-1256,Corcoran Global Living,Mission Preparatory School,9,Downtown High School,,,
435,2470 Irma Way,Castro Valley,CA,94546,,,714639,714639.0,3.0,2.0,1952.0,-122.10731506347656,37.70930862426758,1108.0,SINGLE_FAMILY,4791.0,,,345000.0,24905639,PRE_FORECLOSURE,False,False,True,,False,,0.0,False,0.0,False,False,,False,True,True,,,Composition,,,,False,,,False,False,,False,False,False,345000.0,Sold,2002-06-05,,,,Stanton Elementary School,6,Canyon Middle School,7,Castro Valley High School,9
436,32457 Elizabeth Way,Union City,CA,94587,,,900000,927607.0,4.0,2.0,1972.0,-122.074052,37.578226,1463.0,SINGLE_FAMILY,6899.0,,Keller Williams Tri-Valley,,25000533,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,900000.0,Listed for sale,2020-09-24,Chris Oliver,925-397-4200,Keller Williams Tri-Valley,Delaine Eastin Elementary School,8,Alvarado Middle School,5,James Logan high school,7
437,2664 Senter Rd APT 221,San Jose,CA,95111,,,550000,558800.0,2.0,2.0,1989.0,-121.840956,37.301899,1026.0,CONDO,1045.0,350.0,Century 21 Real Estate Alliance,365000.0,19739366,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,True,,,,,Composition,,False,,False,,,,False,,False,False,False,550000.0,Listed for sale,2020-09-24,Shahnawaz Saigal,408-573-1100,Century 21 Real Estate Alliance,Franklin Elementary School,5,Bridges Academy,3,Andrew P. Hill High School,5
438,381 Mangels Ave,San Francisco,CA,94127,,,1495000,1502978.0,4.0,2.5,1961.0,-122.44618225097656,37.73286056518555,1906.0,SINGLE_FAMILY,2809.0,,Park North Real Estate,750000.0,15138532,FOR_SALE,True,True,True,,False,,2.0,True,2.0,False,False,,,False,True,,,Asphalt,,False,,False,,,False,False,,False,False,False,1495000.0,Listed for sale,2020-09-22,Kevin Birmingham,415-577-0415,Park North Real Estate,Sunnyside Elementary School,7,Denman (James) Middle School,4,Leadership High School,2
439,100 Oak View Ter,Danville,CA,94526,Clipper Hill,,2479000,2262264.0,4.0,3.0,1969.0,-122.02181243896484,37.822383880615234,3628.0,SINGLE_FAMILY,88426.0,,Compass,1375000.0,18431429,FOR_SALE,True,True,True,"In Laundry Room,Dryer,Washer",False,,2.0,True,2.0,False,False,,True,True,True,,,Shake / Shingle,,False,,False,,,False,False,,False,False,False,2479000.0,Listed for sale,2020-09-24,Clark and Anne Johnson,415-660-9955,Compass,Montair Elementary School,10,Stone Valley Middle School,10,San Ramon Valley High School,10
440,335 Pineview Dr,Santa Clara,CA,95050,,,1688888,1775183.0,4.0,3.0,1954.0,-121.954197,37.331266,2251.0,SINGLE_FAMILY,6542.0,,Intero Real Estate Services,1580000.0,19606637,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,False,False,,,,Composition,,False,,False,,,,False,,False,False,False,1688888.0,Listed for sale,2020-09-23,Bobby Ohadi,408-342-3000,Intero Real Estate Services,Westwood Elementary School,8,Buchser Middle School,5,Santa Clara High School,8
441,1186 Claridad Loop,Milpitas,CA,95035,,,1299950,1315765.0,5.0,4.0,2006.0,-121.90906,37.422123,2524.0,SINGLE_FAMILY,2121.0,155.0,Realty World-Alliance,850000.0,79846376,FOR_SALE,True,True,False,,False,,,True,2.0,False,False,,True,True,True,,,Slate,,False,,False,,,,False,,False,False,False,1299950.0,Listed for sale,2020-09-18,Greg Wang,510-371-8377,Realty World-Alliance,Pearl Zanker Elementary School,7,Rancho Milpitas Middle School,7,Milpitas High School,10
442,1337 Bayberry View Ln,San Ramon,CA,94582,,,1359000,1366994.0,4.0,5.0,2015.0,-121.91449737548828,37.764408111572266,2906.0,SINGLE_FAMILY,3789.0,96.0,REALTY EXPERTS,1250000.0,122009475,FOR_SALE,True,True,,"In Laundry Room,220 Volt Outlet",False,,2.0,True,2.0,False,False,,,False,True,,,Tile,,False,,False,,,False,False,,False,False,False,1359000.0,Listed for sale,2020-09-18,Saba Nazar,510-938-1925,REALTY EXPERTS,Quail Run Elementary School,9,Gale Ranch Middle School,9,Dougherty Valley High School,10
443,1583 Arch St,Berkeley,CA,94708,,,829000,888567.0,2.0,2.0,1924.0,-122.264333,37.87938,1132.0,CONDO,,425.0,RED OAK REALTY,204000.0,24840141,FOR_SALE,True,True,,Gas Dryer Hookup,False,,,True,1.0,False,False,,,,,,,Composition,Existing,False,,False,,,,False,,False,False,False,829000.0,Listed for sale,2020-09-23,ANN ARRIOLA PLANT,510-527-2700,RED OAK REALTY,Washington Elementary School,6,Willard Middle School,9,Berkeley High School,8
444,20860 Mcclellan Rd,Cupertino,CA,95014,,,8200000,7745648.0,2.0,,1950.0,-122.038884,37.314984,1577.0,LOT,55186.0,,Great Western Realty,,19635288,FOR_SALE,True,,True,,False,,,True,2.0,False,False,,False,False,,,,,,False,,False,,,,False,,False,False,False,8200000.0,Listed for sale,2019-11-13,Wendell Whitfield,408-739-1300,Great Western Realty,Abraham Lincoln Elementary School,9,Sam H. Lawson Middle School,8,Monta Vista High School,10
445,2876 Saratoga Dr,San Mateo,CA,94403,,,1499000,1543996.0,3.0,3.0,2013.0,-122.38694763183594,37.59291458129883,1610.0,TOWNHOUSE,11399.0,381.0,Compass,1480000.0,2086349107,FOR_SALE,True,True,,"Upper Floor,Washer / Dryer",False,,0.0,False,0.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,1499000.0,Listed for sale,2020-09-18,Casey K Sternsmith,650-678-5455,Compass,Franklin Elementary School,9,Burlingame Intermediate School,8,Burlingame High School,10
446,0 Swiss Creek Ln,Cupertino,CA,95014,,,899000,,,,,-122.10522,37.296942,,LOT,477321.0,,KW Bay Area Estates,,2101215084,FOR_SALE,,,,,False,,,,,False,False,,,,True,,,,,False,,False,,,,False,,False,False,False,899000.0,Price change,2020-09-25,Stefan Walker,408-560-9000,KW Bay Area Estates,Argonaut Elementary School,9,Redwood Middle School,9,Monta Vista High School,10
447,4139 Thain Way,Palo Alto,CA,94306,,,1698000,1719519.0,3.0,2.0,1980.0,-122.126358,37.411654,1890.0,CONDO,4225.0,1048.0,Compass,1600000.0,19506611,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,False,False,,,,Shake/Shingle,,False,,False,,,,False,,False,False,False,1698000.0,Listed for sale,2020-09-09,Cathy Liu,650-314-7200,Compass,Juana Briones Elementary School,7,Terman Middle School,8,Henry M. Gunn High School,9
448,7 Stuart Pl,Danville,CA,94526,,,1179000,1179010.0,3.0,3.0,1989.0,-121.96014404296875,37.81346893310547,2486.0,SINGLE_FAMILY,7000.0,135.0,Coldwell Banker,535000.0,18433713,FOR_SALE,True,True,True,In Laundry Room,False,,2.0,True,2.0,False,False,,,False,True,,,Tile,,False,,False,,,False,False,,False,False,False,1179000.0,Listed for sale,2020-09-17,The Kehrig Team,925-487-6838,Coldwell Banker,John Baldwin Elementary School,10,Charlotte Wood Middle School,9,San Ramon Valley High School,10
449,2664 Celaya Cir,San Ramon,CA,94583,,,1295000,1356400.0,4.0,3.0,1978.0,-121.97969818115234,37.76554489135742,2586.0,SINGLE_FAMILY,9583.0,25.0,Edge Real Estate Company,802500.0,18441591,FOR_SALE,True,True,True,,False,,3.0,True,3.0,False,False,,True,False,True,,,Other,,False,,False,,,False,False,,False,False,False,1295000.0,Listed for sale,2020-09-22,Ron Oliver,530-227-6055,Edge Real Estate Company,Twin Creeks Elementary School,8,Iron Horse Middle School,9,California High School,9
450,70 Jordan Pl,Palo Alto,CA,94303,,,6495000,6495044.0,4.0,5.0,2006.0,-122.136022,37.446336,3705.0,SINGLE_FAMILY,10750.0,,Compass,3400000.0,19468724,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,True,True,,,,Composition,,False,,False,,,,False,,False,False,False,6495000.0,Listed for sale,2020-09-17,Lori Buecheler,650-323-1111,Compass,Duveneck Elementary School,9,David Starr Jordan Middle School,8,Palo Alto High School,9
451,10671 S Blaney Ave,Cupertino,CA,95014,,,1998000,2188838.0,4.0,2.0,1959.0,-122.023457,37.313371,1564.0,SINGLE_FAMILY,7627.0,,Intero Real Estate Services,,19640013,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,1998000.0,Listed for sale,2020-09-19,Sandy Kay Homes,408-342-3000,Intero Real Estate Services,C. B. Eaton Elementary School,9,Sam H. Lawson Middle School,8,Cupertino High School,9
452,1020 Toyon Dr,Burlingame,CA,94010,,,3300000,3396637.0,4.0,4.0,2020.0,-122.357065,37.58622,2700.0,SINGLE_FAMILY,5000.0,,Alliance Bay Realty,1600000.0,15514169,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,False,False,,,,Composition,,False,,False,,,,False,,False,False,False,3300000.0,Listed for sale,2020-08-28,Vincent Joutain,510-742-6600,Alliance Bay Realty,McKinley Elementary School,8,Burlingame Intermediate School,8,Burlingame High School,10
453,3517 Casanova Dr,San Mateo,CA,94403,,,1698000,1727849.0,3.0,3.0,1948.0,-122.287111,37.540585,1740.0,SINGLE_FAMILY,5000.0,,Golden Gate Sotheby's International Realty,1412000.0,15539043,FOR_SALE,True,True,True,,False,,,,,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,1698000.0,Listed for sale,2020-09-18,Dennis J. Murphy,650-348-0222,Golden Gate Sotheby's International Realty,George Hall Elementary School,7,Abbott Middle School,5,Hillsdale High School,8
454,3320 Oak Bluff Ln,Dublin,CA,94568,,,1569000,1592042.0,5.0,4.0,2000.0,-121.861959,37.719745,3411.0,SINGLE_FAMILY,6507.0,86.0,Compass,865000.0,53049574,FOR_SALE,True,True,True,,False,,,True,3.0,False,False,,False,False,True,,,Tile,,False,,False,,,,False,,False,False,False,1569000.0,Listed for sale,2020-09-23,Manel Sousou Team,925-726-4829,Compass,John Green Elementary School,10,Eleanor Murray Fallon School,9,Dublin High School,9
455,11 Moonlight Ct,South San Francisco,CA,94080,,,1280000,1268339.0,3.0,3.0,1995.0,-122.448056,37.641938,1900.0,SINGLE_FAMILY,2631.0,130.0,Golden Gate Sotheby's International Realty,1301000.0,15609030,FOR_SALE,True,True,True,Gas Dryer Hookup,False,,,True,2.0,False,False,,True,,True,,,Other,Existing,False,,False,,,,False,,False,False,False,1280000.0,Listed for sale,2020-08-01,ANDRE LEFFALL,510-542-2600,Golden Gate Sotheby's International Realty,Monte Verde Elementary School,9,Westborough Middle School,8,South San Francisco High School,6
456,949 Laguna Ave,Burlingame,CA,94010,,,3260000,3209131.0,4.0,4.0,2019.0,-122.359856,37.58393,2788.0,SINGLE_FAMILY,5749.0,,Compass,1410000.0,15514102,FOR_SALE,True,True,True,,False,,,,,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,3260000.0,Price change,2020-07-07,Sandy Comaroto,650-375-1111,Compass,McKinley Elementary School,8,Burlingame Intermediate School,8,Burlingame High School,10
457,7584 Silvertree Ln,Dublin,CA,94568,,,688000,712905.0,3.0,3.0,1981.0,-121.93928527832031,37.707706451416016,1242.0,TOWNHOUSE,,,Windermere Diablo Realty,,2078018886,FOR_SALE,False,False,True,"In Garage,Hookups Only",False,,0.0,False,0.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,688000.0,Price change,2020-09-20,Leticia Almaro Nicolini,925-216-7720,Windermere Diablo Realty,Dublin Elementary School,7,Wells Middle School,6,Dublin High School,9
458,1600 E 19th St,Oakland,CA,94606,,,569000,606426.0,3.0,2.0,1975.0,-122.240738,37.791708,1275.0,SINGLE_FAMILY,1224.0,,Compass,480000.0,24759475,FOR_SALE,True,True,,,False,,,True,1.0,False,False,,,,True,,,Composition,,False,,False,,,,False,,False,False,False,569000.0,Listed for sale,2020-09-17,Kelly Resnick,415-660-9955,Compass,Neighborhood Centers Adult Education,,,,,
459,4329 Bloomfield Dr,San Jose,CA,95124,,,1195000,1269758.0,3.0,2.0,1962.0,-121.90758514404297,37.257266998291016,1296.0,SINGLE_FAMILY,7583.0,,Intero Real Estate Services,,19695744,FOR_SALE,True,True,True,,False,,2.0,True,2.0,False,False,,,False,True,,,Composition,,False,,False,,,False,False,,False,False,False,1195000.0,Listed for sale,2020-09-20,Don Orason - Silicon Valley Team,408-741-9488,Intero Real Estate Services,Oster Elementary School,8,Dartmouth Middle School,7,Branham High School,8
460,2156 Donnells Ln,Dublin,CA,94568,,,998000,1027073.0,3.0,3.0,2018.0,-121.843417,37.711725,2043.0,SINGLE_FAMILY,2365.0,70.0,Redfin,889000.0,241576150,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,,,,,,Tile,,False,,False,,,,False,,False,False,False,998000.0,Price change,2020-09-24,Amin Arikat,877-973-3346,Redfin,Cottonwood Creek,,Dublin High School,9,,
461,519 Sanchez St,San Francisco,CA,94114,,,5350000,,5.0,4.5,1905.0,-122.43020629882812,37.760780334472656,3950.0,SINGLE_FAMILY,2748.0,,Keller Williams San Francisco,,2077728921,FOR_SALE,True,True,True,,False,,0.0,False,0.0,False,False,,,False,True,,,,,False,,False,,,False,False,,False,False,False,5350000.0,Listed for sale,2020-09-24,Anthony Koutsos,415-218-2539,Keller Williams San Francisco,Milk (Harvey) Civil Rights Elementary School,3,Everett Middle School,3,Mission High School,1
462,1422 Bretmoor Way,San Jose,CA,95129,,,3850000,3944915.0,5.0,6.0,2020.0,-122.022292,37.298274,3420.0,SINGLE_FAMILY,8049.0,,Intero Real Estate Services,1900000.0,19642717,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,,,,,,Tile,,False,,False,,,,False,,False,False,False,3850000.0,Listed for sale,2020-09-24,Andy Tse,408-741-1600,Intero Real Estate Services,John Muir Elementary School,9,Joaquin Miller Middle School,9,Lynbrook High School,10
463,3916 Kingridge Dr,San Mateo,CA,94403,,,2295000,2455739.0,4.0,3.0,1958.0,-122.31061553955078,37.52532958984375,2280.0,SINGLE_FAMILY,14849.0,,KW Peninsula Estates,551000.0,15543837,FOR_SALE,True,True,True,"Washer / Dryer,Gas Hookup,Inside",False,,4.0,True,4.0,False,False,,False,True,True,,,Composition,,False,,False,,,False,False,"Fire Alarm,Security Alarm,Secured Garage / Parking",False,False,False,2295000.0,Listed for sale,2020-09-19,Laura Bryant,650-888-0772,KW Peninsula Estates,Laurel Elementary School,4,Abbott Middle School,5,Hillsdale High School,8
464,27746 Tampa Ave,Hayward,CA,94544,,,619000,644368.0,3.0,2.0,1954.0,-122.075434,37.630085,1000.0,SINGLE_FAMILY,5000.0,,United Brokers Real Estate,550000.0,24992114,FOR_SALE,True,True,,,False,,,True,1.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,619000.0,Listed for sale,2020-09-18,Christine Wong,866-369-8273,United Brokers Real Estate,Ruus Elementary School,3,Cesar Chavez Middle School,2,Tennyson High School,2
465,1437 Ashland Dr,Milpitas,CA,95035,Milpitas (6),,960000,1019681.0,3.0,2.0,1955.0,-121.879923,37.433432,995.0,SINGLE_FAMILY,5998.0,,eRealty,380000.0,19481014,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,False,False,True,,,Other,,False,,False,,,,False,,False,False,False,960000.0,Price change,2020-09-25,Chito Denoga,650-714-8884,eRealty,Alexander Rose Elementary School,6,Rancho Milpitas Middle School,7,Milpitas High School,10
466,4664 Queen Anne Ct,Union City,CA,94587,,,888888,919305.0,3.0,2.0,1970.0,-122.0794448852539,37.58625411987305,1357.0,SINGLE_FAMILY,5000.0,,Keller Williams Tri-Valley,,24998876,FOR_SALE,True,True,True,"Gas Dryer Hookup,In Garage,Hookups Only,220 Volt Outlet",False,,2.0,True,2.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,888888.0,Listed for sale,2020-09-24,Chris Oliver,925-699-0836,Keller Williams Tri-Valley,Delaine Eastin Elementary School,8,Alvarado Middle School,5,James Logan high school,7
467,7619 Sunkist Dr,Oakland,CA,94605,,,699000,797583.0,3.0,2.0,1940.0,-122.16536712646484,37.770179748535156,1407.0,SINGLE_FAMILY,12026.0,,THE GRUBB COMPANY,485000.0,24793952,FOR_SALE,True,True,True,Laundry Closet,False,,0.0,False,0.0,False,False,,,False,True,,Craftsman,Composition,Existing,False,,False,,,False,False,,False,False,False,699000.0,Listed for sale,2020-09-18,Doug Sager,415-378-0502,THE GRUBB COMPANY,Parker Elementary School,2,LPS Oakland R&D,3,,
468,3857 Vine St,Pleasanton,CA,94566,,,675000,675094.0,2.0,3.0,1984.0,-121.86428,37.664816,1221.0,TOWNHOUSE,1206.0,379.0,Compass,325000.0,24931236,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,True,,,,,Composition,,False,,False,,,,False,,False,False,False,675000.0,Listed for sale,2020-09-16,Sue Flashberger,925-251-1111,Compass,Valley View Elementary School,6,Pleasanton Middle School,8,Amador Valley High School,9
469,3998 Castro Valley Blvd SPACE 12,Castro Valley,CA,94546,,,89000,,2.0,1.0,1984.0,-122.064258,37.693645,784.0,MANUFACTURED,34151040.0,,RE/Max Accord,,24911403,FOR_SALE,True,,,,False,,,True,1.0,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,89000.0,Price change,2020-08-13,Bob Frey,510-690-9600,RE/Max Accord,Marshall Elementary School,8,Canyon Middle School,7,Castro Valley High School,9
470,3309 Benton St,Santa Clara,CA,95051,,,1150000,1171726.0,3.0,2.0,1963.0,-121.98783,37.345559,1325.0,CONDO,2628.0,520.0,Tuscana Properties,182500.0,19596548,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,True,,,,,Composition,,False,,False,,,,False,,False,False,False,1150000.0,Listed for sale,2020-09-22,"Sandy Jamison, Home Sold Guaranteed",888-584-2084,Tuscana Properties,Pomeroy Elementary School,4,Juan Cabrillo Middle School,6,Santa Clara High School,8
471,100 Reflections Dr APT 24,San Ramon,CA,94583,,,525000,530715.0,2.0,2.0,1988.0,-121.950484,37.762208,943.0,CONDO,,375.0,BHG Reliance Partners,,2077818907,FOR_SALE,True,True,True,,False,,,,,False,False,,True,,,,,Composition,,False,,False,,,,False,,False,False,False,525000.0,Listed for sale,2020-09-17,Marques Buck,925-938-9200,BHG Reliance Partners,Montevideo Elementary School,9,Iron Horse Middle School,9,California High School,9
472,613 Appian Way,Union City,CA,94587,,,1055000,944422.0,4.0,3.0,1979.0,-121.999846,37.598755,1831.0,SINGLE_FAMILY,5174.0,,Sereno Group,329500.0,24920182,FOR_SALE,True,True,True,,False,,,,,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,1055000.0,Listed for sale,2020-09-23,Dawn Moore Wilson,650-323-1900,Sereno Group,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan high school,7
473,4836 Larimer Way,Castro Valley,CA,94546,,,799000,862673.0,3.0,2.0,1959.0,-122.05842,37.703279,1176.0,SINGLE_FAMILY,6246.0,,BHHS Drysdale Properties,123000.0,24911058,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,False,False,True,,,Composition,,False,,False,,,,False,,False,False,False,799000.0,Listed for sale,2020-09-24,Cathy Brent,510-537-9800,BHHS Drysdale Properties,Vannoy Elementary School,8,Canyon Middle School,7,Castro Valley High School,9
474,34321 Gadwall Cmn,Fremont,CA,94555,,,868800,891634.0,2.0,3.0,1981.0,-122.04473114013672,37.57472229003906,1554.0,TOWNHOUSE,2848.0,265.0,Compass,380000.0,25053806,FOR_SALE,True,False,True,Hookups Only,False,,2.0,True,2.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,868800.0,Listed for sale,2020-09-22,Kim Ott,510-220-0703,Compass,Patterson Elementary School,7,Thornton Junior High School,8,American High School,10
475,1310 Monte Diablo Ave,San Mateo,CA,94401,,,1398000,1426770.0,4.0,2.0,1947.0,-122.31837463378906,37.577117919921875,1800.0,SINGLE_FAMILY,5248.0,,Coldwell Banker Realty,1113000.0,15523910,FOR_SALE,True,True,True,"In Garage,Washer / Dryer",False,,1.0,True,1.0,False,False,,False,False,False,,,Composition,,False,,False,,,False,False,Fire System - Sprinkler,False,False,False,1398000.0,Listed for sale,2020-09-11,Corina Colby-Panko,650-619-6882,Coldwell Banker Realty,LEAD Elementary,2,Abbott Middle School,5,San Mateo High School,7
476,7782 Tuscany Dr,Dublin,CA,94568,,,685000,693353.0,3.0,2.0,1992.0,-121.911377,37.727468,1260.0,CONDO,1.0,375.0,Compass,552000.0,25072523,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,True,,,,,Tile,,False,,False,,,,False,,False,False,False,685000.0,Listed for sale,2020-09-24,Jean Zhu,510-470-9114,Compass,Frederiksen Elementary School,6,Wells Middle School,6,Dublin High School,9
477,101 Tunnel Rd,Berkeley,CA,94705,,,1628000,1697290.0,3.0,2.0,1920.0,-122.240172,37.856122,1743.0,SINGLE_FAMILY,6094.0,,FORMALITY REAL ESTATE,850000.0,24850146,FOR_SALE,True,True,True,"Laundry Room,Gas Dryer Hookup",False,,,True,1.0,False,False,,,,,,,Composition,Existing,False,,False,,,,False,,False,False,False,1628000.0,Listed for sale,2020-09-20,LAURA TANG,510-625-8899,FORMALITY REAL ESTATE,Malcolm X Elementary School,6,Willard Middle School,9,Berkeley High School,8
478,8625 Beverly Ln,Dublin,CA,94568,,,769800,,3.0,3.0,1967.0,-121.9296875,37.72572708129883,1240.0,CONDO,4500.0,,Keller Williams Realty,687500.0,25064674,FOR_SALE,True,True,False,In Unit,False,,1.0,True,1.0,False,False,,False,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,769800.0,Listed for sale,2020-09-17,Sharde Tucker,925-367-6020,Keller Williams Realty,Murray Elementary School,7,Wells Middle School,6,Dublin High School,9
479,22736 4th St,Hayward,CA,94541,,,999000,,6.0,4.0,1926.0,-122.074114,37.676302,1739.0,SINGLE_FAMILY,7200.0,,WINKLER REAL ESTATE GROUP,265000.0,241572707,FOR_SALE,True,True,True,Hookups only,False,,,True,2.0,False,False,,,,,,,Composition,Existing,False,,False,,,,False,,False,False,False,999000.0,Listed for sale,2020-09-18,Hanna Augustine,510-528-2200,WINKLER REAL ESTATE GROUP,East Avenue Elementary School,4,Bret Harte Middle School,3,Hayward High School,4
480,341 Sequoia Ter,Danville,CA,94506,,,1628000,1539693.0,3.0,3.0,1984.0,-121.909064,37.819766,3140.0,SINGLE_FAMILY,6899.0,189.0,Compass,626090.0,18435647,FOR_SALE,True,True,True,,False,,,True,3.0,False,False,,,,True,,,Tile,,False,,False,,,,False,,False,False,False,1628000.0,Listed for sale,2020-09-17,Khrista Jarvis Team,415-660-9955,Compass,Tassajara Hills Elementary School,9,Diablo Vista Middle School,10,Monte Vista High School,10
481,1216 Vancouver Ave,Burlingame,CA,94010,,,3600000,3437330.0,4.0,4.0,1926.0,-122.37033081054688,37.580684661865234,2908.0,SINGLE_FAMILY,5998.0,,Compass,3285000.0,15513781,FOR_SALE,True,True,True,,False,,0.0,False,0.0,False,False,,False,False,True,,,Composition,,False,,False,,,False,False,,False,False,False,3600000.0,Listed for sale,2020-09-25,Caroline Dinsmore,650-446-9830,Compass,Roosevelt Elementary School,7,Burlingame Intermediate School,8,Burlingame High School,10
482,4920 Jensen Rd,Castro Valley,CA,94552,,,7000000,6817953.0,0.0,0.0,1957.0,-122.04851531982422,37.69746780395508,7082.0,MULTI_FAMILY,48334.0,,,,299077200,FOR_SALE,False,False,,,False,,0.0,False,0.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,7000000.0,Listed for sale,2020-03-11,Serean Kimmel,510-512-2145,,Independent Elementary School,8,Canyon Middle School,7,Castro Valley High School,9
